39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
31, Private,66398, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,-50,1,22, United-States, <=50K
38, Self-emp-inc,288389, Assoc-acdm,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,-17,0,58, United-States, >50K
51, Private,154959, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,-64,0,47, United-States, <=50K
35, Without-pay,406415, Some-college,3, Married-civ-spouse, Sales, Husband, White, Male,46,1878,40, United-States, <=50K
29, Private,303361, HS-grad,8, Married-AF-spouse, Adm-clerical, Not-in-family, White, Female,16,-3,20, United-States, <=50K
23, ?,249061, Some-college,6, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,29,-2,39, England, <=50K
31, Private,280696, Some-college,9, Divorced, Machine-op-inspct, Husband, White, Male,-26,-1,39, United-States, <=50K
26, Private,175413, Some-college,9, Never-married, Adm-clerical, Own-child, White, Male,-90,0,66, United-States, <=50K
26, Private,166780, Some-college,9, Never-married, Craft-repair, Unmarried, White, Male,21,1,39, Mexico, <=50K
30, Self-emp-not-inc,44262, Bachelors,4, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,17,-1,49, United-States, <=50K
46, Private,428293, HS-grad,5, Married-civ-spouse, Sales, Husband, Black, Male,52,-2,36, United-States, <=50K
19, Private,127117, Some-college,6, Never-married, Adm-clerical, Own-child, White, Female,-8,-1,17, United-States, <=50K
26, Private,171083, Masters,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-70,0,39, United-States, >50K
26, Private,161982, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,53,1,39, United-States, <=50K
35, Private,211707, HS-grad,8, Divorced, Adm-clerical, Not-in-family, Black, Female,81,-2,16, United-States, <=50K
33, Private,45781, Assoc-acdm,8, Married-civ-spouse, Craft-repair, Wife, White, Female,15,1,39, United-States, <=50K
22, Private,173332, HS-grad,8, Never-married, Other-service, Not-in-family, White, Female,25,-3,40, United-States, <=50K
27, Private,180719, Bachelors,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,8162,-1,49, ?, <=50K
51, Private,221440, HS-grad,8, Never-married, Craft-repair, Husband, White, Male,4209,2,39, United-States, <=50K
40, Private,180103, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,-68,-3,27, United-States, <=50K
47, Private,131868, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,80,0,59, United-States, <=50K
48, Self-emp-inc,291283, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,28,2,49, United-States, >50K
26, Self-emp-not-inc,173399, Assoc-acdm,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,65,-2,68, United-States, >50K
20, ?,117391, Some-college,6, Never-married, ?, Own-child, White, Male,4,0,18, United-States, <=50K
28, Private,256219, 11th,6, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,49, Honduras, <=50K
30, Private,46618, Bachelors,13, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,-3,-1,39, Guatemala, <=50K
51, Private,222359, Assoc-acdm,10, Divorced, Adm-clerical, Other-relative, White, Female,10,5,57, United-States, <=50K
22, Private,222761, HS-grad,8, Never-married, Adm-clerical, Husband, White, Male,-37,0,35, Mexico, <=50K
57, Local-gov,44074, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,23,0,20, United-States, <=50K
30, Private,244556, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,-99,-2,17, United-States, <=50K
60, Self-emp-inc,55052, Doctorate,14, Married-civ-spouse, Sales, Husband, White, Male,41,1,53, United-States, >50K
51, Private,112488, Assoc-acdm,14, Widowed, Adm-clerical, Unmarried, White, Female,91,2,21, United-States, <=50K
40, Federal-gov,127961, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-31,3,55, United-States, <=50K
20, ?,98658, 11th,6, Never-married, ?, Own-child, White, Male,1,0,15, United-States, <=50K
31, ?,396230, HS-grad,8, Divorced, Adm-clerical, Not-in-family, White, Female,33,3,39, United-States, <=50K
54, Self-emp-not-inc,282927, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,46,1,39, Mexico, <=50K
45, Private,98175, HS-grad,8, Divorced, Adm-clerical, Not-in-family, White, Female,-28,1,11, United-States, <=50K
33, Private,45760, HS-grad,8, Never-married, Machine-op-inspct, Own-child, White, Female,37,0,24, United-States, <=50K
49, Private,188657, HS-grad,4, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-8,1,60, Jamaica, <=50K
31, Private,114249, HS-grad,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-39,-3,39, ?, <=50K
36, Private,394908, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-36,0,40, Puerto-Rico, <=50K
45, Self-emp-inc,193579, Bachelors,12, Never-married, Exec-managerial, Husband, White, Male,-2,0,25, Philippines, <=50K
57, Self-emp-inc,347117, Masters,10, Married-civ-spouse, Sales, Unmarried, White, Male,-8,0,49, England, <=50K
72, Private,18960, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-50,1,49, United-States, >50K
24, Private,353428, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Other, Male,13,0,39, United-States, <=50K
37, Private,256088, 5th-6th,10, Widowed, Handlers-cleaners, Husband, Black, Male,3359,2,39, South, <=50K
52, Private,379169, 7th-8th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
63, Private,291550, 7th-8th,3, Married-civ-spouse, Craft-repair, Husband, Black, Male,55,-1,33, United-States, <=50K
19, Private,100216, 11th,12, Never-married, Sales, Own-child, White, Female,26,0,18, United-States, <=50K
41, Private,108267, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Male,-21,0,39, United-States, <=50K
46, State-gov,490444, Bachelors,13, Married-AF-spouse, Adm-clerical, Not-in-family, White, Female,45,-2,39, United-States, <=50K
31, Self-emp-not-inc,352557, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-99,-2,39, United-States, >50K
49, State-gov,193717, Bachelors,13, Widowed, Prof-specialty, Unmarried, Black, Female,3200,1,39, United-States, <=50K
45, ?,210527, Assoc-acdm,3, Never-married, ?, Unmarried, White, Female,36,-1,18, United-States, <=50K
37, Federal-gov,391923, Prof-school,13, Married-civ-spouse, Sales, Wife, White, Male,21,1,58, United-States, <=50K
55, Self-emp-not-inc,184784, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,-39,1,39, United-States, <=50K
29, Never-worked,179085, Bachelors,13, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male,68,-2,58, Germany, >50K
31, Private,51122, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,58,-1,49, United-States, <=50K
34, Private,363012, Bachelors,11, Divorced, Craft-repair, Not-in-family, Black, Male,-28,-1,40, United-States, <=50K
54, Federal-gov,255877, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,41,1,21, United-States, <=50K
27, Private,156654, HS-grad,14, Divorced, Adm-clerical, Not-in-family, White, Female,87,-2,40, United-States, <=50K
32, Private,233228, HS-grad,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,34,2,39, England, <=50K
45, ?,103207, 11th,10, Never-married, Sales, Not-in-family, White, Female,18,1,39, United-States, <=50K
28, Private,213263, HS-grad,8, Never-married, Other-service, Unmarried, Black, Female,50,0,22, United-States, <=50K
36, Self-emp-not-inc,67232, Masters,9, Married-civ-spouse, Sales, Husband, White, Male,-20,3,40, United-States, <=50K
32, Private,196288, HS-grad,9, Divorced, ?, Unmarried, White, Female,16,0,39, United-States, <=50K
62, Private,179106, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Female,-3,0,31, United-States, <=50K
27, Private,302477, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,-1,-1,57, United-States, >50K
42, Private,34715, HS-grad,8, Never-married, Handlers-cleaners, Own-child, Black, Male,37,-6,40, United-States, <=50K
20, ?,328676, 10th,6, Never-married, ?, Own-child, White, Male,-44,1678,12, United-States, <=50K
33, Private,393792, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38,1,43, United-States, <=50K
70, Private,68038, Some-college,3, Married-civ-spouse, Transport-moving, Husband, White, Male,101,1,39, United-States, >50K
33, Private,176831, Bachelors,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,107,-1,16, United-States, <=50K
32, Private,160031, Assoc-acdm,4, Never-married, Priv-house-serv, Own-child, Black, Male,105,1729,39, Germany, <=50K
36, Private,181198, 7th-8th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,-34,-1,40, United-States, <=50K
19, Private,184948, 12th,6, Married-civ-spouse, Other-service, Own-child, Other, Female,-12,0,32, United-States, <=50K
33, Private,143554, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,104,1,56, United-States, >50K
59, Self-emp-not-inc,153759, HS-grad,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,-23,3,39, Germany, <=50K
22, Private,194706, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-9,-3,39, United-States, <=50K
28, Private,432847, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,16,3,53, United-States, <=50K
48, Private,329146, Doctorate,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-94,0,49, United-States, >50K
40, Private,128645, HS-grad,8, Separated, Machine-op-inspct, Unmarried, White, Female,-19,-6,22, United-States, <=50K
32, Private,456783, Bachelors,4, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,41,0,36, Jamaica, <=50K
31, Private,245163, 11th,6, Never-married, Exec-managerial, Own-child, White, Male,51,1,26, Mexico, <=50K
44, Private,34161, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-4,0,39, United-States, >50K
46, Local-gov,205016, HS-grad,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,-12,0,59, India, <=50K
33, Private,184992, Some-college,12, Divorced, Prof-specialty, Husband, White, Male,21,1988,49, United-States, >50K
33, Private,74569, 11th,9, Married-civ-spouse, Sales, Own-child, White, Male,58,1,39, United-States, <=50K
48, Private,51631, HS-grad,8, Divorced, Adm-clerical, Unmarried, Black, Female,91,-3,40, United-States, <=50K
30, Private,127966, HS-grad,8, Never-married, Machine-op-inspct, Own-child, White, Male,63,-2,39, Germany, <=50K
32, Self-emp-not-inc,341094, Some-college,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,-25,0,39, Mexico, <=50K
45, Self-emp-not-inc,204209, Assoc-acdm,14, Married-civ-spouse, Other-service, Husband, White, Male,-2,3,33, United-States, <=50K
38, ?,173036, Some-college,5, Married-civ-spouse, ?, Husband, White, Male,-50,0,14, India, <=50K
69, Private,103679, 7th-8th,10, Widowed, Adm-clerical, Not-in-family, White, Female,-26,2,32, United-States, <=50K
48, Local-gov,323138, Bachelors,12, Divorced, Adm-clerical, Not-in-family, Black, Female,-36,-2,39, United-States, <=50K
37, Private,113685, Prof-school,13, Divorced, ?, Wife, White, Female,-60,2,39, United-States, <=50K
44, ?,356129, HS-grad,11, Divorced, Adm-clerical, Unmarried, White, Female,-14,1,36, United-States, <=50K
37, Private,356213, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,89,1,39, United-States, <=50K
47, Local-gov,416400, Some-college,9, Separated, Exec-managerial, Not-in-family, White, Male,42,-2,39, United-States, <=50K
38, Local-gov,170016, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-4,0,44, United-States, <=50K
21, ?,201739, Assoc-voc,4, Never-married, ?, Not-in-family, White, Female,32,0,8, United-States, <=50K
62, Private,67051, Some-college,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,14203,0,55, England, <=50K
38, Private,204276, 5th-6th,13, Never-married, Sales, Husband, White, Male,-29,-2,39, United-States, <=50K
48, Private,57006, Masters,8, Married-civ-spouse, Farming-fishing, Unmarried, Other, Female,12988,0,65, United-States, <=50K
32, Federal-gov,405938, Assoc-voc,13, Divorced, Sales, Wife, White, Male,4264,2,55, United-States, >50K
19, Private,129929, HS-grad,13, Never-married, Other-service, Other-relative, Black, Female,-5,-1,21, Mexico, <=50K
45, Private,363219, HS-grad,8, Divorced, Prof-specialty, Unmarried, White, Female,6,-1,31, United-States, <=50K
43, Never-worked,52476, 10th,8, Never-married, Sales, Not-in-family, White, Male,-32,3,25, El-Salvador, <=50K
47, State-gov,59114, Bachelors,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,91,-5,36, United-States, >50K
31, Self-emp-not-inc,201368, Bachelors,10, Never-married, Farming-fishing, Not-in-family, White, Female,16,0,20, United-States, <=50K
36, Private,167381, Bachelors,3, Married-civ-spouse, Transport-moving, Own-child, White, Male,-7,0,39, Puerto-Rico, <=50K
67, Local-gov,184863, 5th-6th,4, Never-married, Prof-specialty, Not-in-family, White, Male,21,1,39, United-States, <=50K
29, Private,157698, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,39,-2,24, United-States, <=50K
47, Private,176750, 9th,9, Separated, ?, Unmarried, White, Female,3,2,20, United-States, <=50K
33, Private,200734, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-66,0,50, United-States, >50K
58, Private,49805, Assoc-voc,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-42,-3,39, United-States, <=50K
37, Private,98006, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,-68,0,33, United-States, <=50K
48, Federal-gov,50085, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,-10,-2,33, United-States, <=50K
42, Private,343279, Prof-school,8, Divorced, Prof-specialty, Unmarried, White, Female,-16,2,25, United-States, <=50K
32, Private,472290, HS-grad,5, Married-civ-spouse, Transport-moving, Husband, White, Male,-45,-1,40, United-States, >50K
67, Private,213740, Bachelors,9, Widowed, Prof-specialty, Not-in-family, Black, Female,7508,-1,13, Puerto-Rico, <=50K
26, Private,287556, 12th,8, Never-married, Other-service, Not-in-family, White, Male,-39,0,40, Poland, <=50K
39, Private,191890, Doctorate,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,3,0,57, United-States, >50K
30, Self-emp-not-inc,113166, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15285,0,49, United-States, >50K
27, Private,324147, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7183,-4,40, Mexico, >50K
53, Federal-gov,381901, Prof-school,13, Never-married, Adm-clerical, Not-in-family, White, Female,1872,3,40, United-States, <=50K
31, Private,266790, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Other-relative, Black, Female,180,0,33, United-States, <=50K
83, Private,437292, Some-college,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7020,4,57, United-States, >50K
32, Private,303590, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,16,-2,29, United-States, <=50K
61, Private,217792, 7th-8th,8, Separated, Machine-op-inspct, Husband, White, Male,4379,2,39, Mexico, <=50K
56, Private,28547, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,-45,-2,16, United-States, <=50K
65, Local-gov,182240, Masters,11, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4,5,47, United-States, >50K
62, Private,379490, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,83,1919,23, United-States, <=50K
42, Self-emp-inc,269945, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,10,3,61, United-States, >50K
34, Private,196104, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,51,0,40, Jamaica, <=50K
74, Local-gov,46854, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,4,0,39, United-States, <=50K
41, Private,38880, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,-36,-1,39, United-States, <=50K
21, Private,286872, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,98,0,39, United-States, <=50K
53, Private,161193, HS-grad,8, Divorced, Adm-clerical, Wife, Black, Female,5,0,27, United-States, <=50K
52, Self-emp-not-inc,307128, Assoc-voc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-21,-2,43, United-States, >50K
45, Self-emp-not-inc,148797, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-27,1739,45, United-States, >50K
37, Private,325454, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,16,0,40, United-States, <=50K
